account_id,report_date,age,employment_status,marital_status,dependents,region,internal_score,dpd,credit_utilization,macro_gdp_growth,macro_unemployment,macro_interest_rate,stage,default_flag
3692794,6/1/2019,66.0,Employed,,4,West,357.0,134,0.31,0.78,6.42,3.5,3,1
6644807,3/1/2021,56.0,Employed,Single,4,North,673.0,13,0.45,2.28,7.21,2.67,2,0
7922496,7/1/2020,,Employed,Widowed,2,South,644.0,35,1.28,2.6,3.68,2.87,2,0
6864075,10/1/2018,34.0,Employed,,4,South,350.0,130,0.07,1.28,3.91,2.76,3,1
4790328,5/1/2020,67.0,Employed,Married,0,North,402.0,109,0.57,0.69,3.02,3.74,3,1
9476563,10/1/2018,26.0,Employed,Single,4,South,409.0,0,0.04,-0.09,6.66,3.11,2,0
4599865,6/1/2021,46.0,Employed,Married,3,West,761.0,1,0.62,0.0,8.21,2.08,2,0
1513953,2/1/2020,46.0,Employed,Married,1,West,790.0,0,0.44,1.73,1.78,2.83,1,0
4297291,9/1/2022,42.0,,Married,3,South,486.0,11,0.29,2.63,4.46,2.43,2,0
1487510,3/1/2019,53.0,Unemployed,Married,0,North,640.0,104,0.87,1.05,4.27,2.17,3,1
3429151,6/1/2020,48.0,Unemployed,Married,4,North,683.0,132,0.74,2.24,5.08,3.58,3,1
2307506,9/1/2022,58.0,Employed,Married,4,South,827.0,0,0.25,2.73,4.15,3.81,1,0
1976433,6/1/2018,58.0,Unemployed,,1,South,476.0,13,0.66,0.73,4.3,2.74,2,0
3691276,5/1/2022,,Self-Employed,Married,0,North,430.0,92,1.0,2.21,5.05,2.5,3,1
3538568,7/1/2021,55.0,Unemployed,Single,1,North,439.0,167,0.54,3.17,6.65,3.86,3,1
6795250,7/1/2018,42.0,Self-Employed,Married,2,West,,90,1.09,0.67,4.4,3.78,3,1
4678621,2/1/2022,25.0,Employed,Married,2,West,643.0,0,0.23,3.2,7.26,2.2,2,0
7295425,2/1/2019,57.0,Employed,Divorced,4,North,879.0,1,1.02,2.45,4.69,3.96,2,0
4138102,9/1/2019,60.0,Unemployed,Married,3,South,756.0,129,1.13,2.64,7.02,2.76,3,1
4477084,10/1/2021,,Employed,Widowed,1,East,878.0,155,1.29,1.11,4.95,2.99,3,1
1021650,12/1/2019,53.0,Unemployed,Married,1,North,610.0,139,0.95,1.96,4.36,2.47,3,1
9825150,8/1/2019,29.0,Unemployed,Married,1,North,742.0,140,0.72,1.13,5.98,3.37,3,1
9878234,1/1/2018,49.0,Employed,Married,3,East,796.0,22,,1.48,4.08,3.93,2,0
6738852,5/1/2021,22.0,Unemployed,Married,3,West,893.0,130,1.0,3.02,6.82,2.92,3,1
1749971,9/1/2022,36.0,Unemployed,Married,0,West,808.0,76,1.03,4.0,4.47,2.72,2,0
4681890,6/1/2019,43.0,Unemployed,Single,3,South,823.0,0,0.42,2.62,1.5,3.07,1,0
1919134,11/1/2021,60.0,Employed,,1,North,586.0,126,0.76,2.8,3.53,2.38,3,1
8726890,12/1/2018,62.0,Self-Employed,Married,1,East,759.0,53,0.78,2.07,4.79,3.91,2,0
8349369,4/1/2019,66.0,Employed,Single,3,East,763.0,19,1.23,1.53,4.82,3.18,2,0
5142807,1/1/2020,61.0,Employed,Married,1,West,,0,0.18,2.52,5.12,3.56,1,0
3331348,1/1/2019,28.0,Unemployed,Divorced,2,East,450.0,90,1.17,2.98,3.53,3.23,3,1
6137997,3/1/2022,48.0,Employed,Married,0,East,425.0,11,0.12,0.55,8.45,2.91,2,0
4702418,2/1/2019,,Employed,Married,3,North,427.0,144,,2.6,5.12,3.07,3,1
3269798,8/1/2019,41.0,Unemployed,Married,0,East,623.0,149,1.04,1.92,3.43,2.93,3,1
1292575,6/1/2022,61.0,,Single,3,East,877.0,2,0.2,4.7,4.37,2.31,1,0
4998422,12/1/2019,29.0,Employed,Single,0,North,583.0,1,,1.11,4.07,1.73,2,0
4329049,4/1/2018,54.0,Self-Employed,Single,0,West,,3,0.98,0.41,2.21,2.93,2,0
4351278,1/1/2022,30.0,,Divorced,4,North,,0,,2.2,8.42,3.63,2,0
5335518,8/1/2020,35.0,Self-Employed,Single,3,West,779.0,0,0.28,3.28,5.16,2.9,2,0
7426288,4/1/2021,21.0,Retired,Single,1,North,785.0,3,,2.65,5.36,2.81,2,0
9065819,1/1/2018,,Employed,Single,0,North,432.0,131,0.44,2.77,3.48,3.32,3,1
5962140,1/1/2020,42.0,Unemployed,Single,4,South,,102,,2.85,5.22,3.16,3,1
3444291,9/1/2018,46.0,Employed,Divorced,4,West,576.0,112,1.47,2.06,3.03,3.59,3,1
8913490,3/1/2021,60.0,Retired,Married,4,North,478.0,132,1.46,1.27,5.63,1.63,3,1
9070924,7/1/2019,56.0,Employed,Single,3,North,719.0,54,0.25,0.66,2.44,3.41,2,0
7353385,8/1/2019,34.0,Unemployed,Married,1,North,657.0,2,1.0,3.86,6.66,3.15,2,0
6521452,3/1/2019,63.0,Employed,Single,2,South,495.0,6,0.83,2.08,6.08,3.53,2,0
5965050,6/1/2020,33.0,,Single,3,North,447.0,98,0.6,2.74,4.13,3.29,3,1
1484273,9/1/2019,65.0,Employed,,2,East,616.0,110,0.13,2.22,4.65,1.99,3,1
4621420,4/1/2018,,Unemployed,Divorced,2,West,410.0,175,,1.3,3.42,2.45,3,1
3267357,7/1/2018,44.0,Unemployed,Married,3,South,897.0,27,0.46,2.32,5.55,3.56,1,0
8347000,12/1/2018,48.0,Employed,Married,3,North,737.0,54,0.25,1.83,6.56,3.06,2,0
4819712,4/1/2021,68.0,Employed,Married,1,South,319.0,1,0.7,3.98,3.85,3.56,2,0
1274535,9/1/2019,23.0,Retired,,0,East,608.0,1,1.06,2.18,6.49,2.59,2,0
3115226,5/1/2021,56.0,Self-Employed,,2,East,750.0,0,1.26,1.42,-0.33,3.23,2,0
6287913,11/1/2019,32.0,Self-Employed,,1,West,859.0,5,0.03,1.53,3.23,3.19,1,0
4649886,12/1/2018,,Employed,,0,West,579.0,0,0.55,1.82,5.52,3.58,2,0
4352214,10/1/2018,27.0,,Married,0,West,626.0,26,0.94,-0.56,5.2,3.36,2,0
2868670,7/1/2022,32.0,Employed,Single,2,North,,130,0.51,3.24,1.58,2.38,3,1
3750025,1/1/2019,41.0,Employed,Married,3,South,457.0,124,1.03,3.5,3.81,2.7,3,1
2531064,11/1/2018,22.0,,Married,4,South,618.0,0,1.33,1.12,7.96,3.42,2,0
7102545,5/1/2021,24.0,Employed,,2,West,400.0,0,,2.01,5.11,3.18,2,0
3872875,1/1/2022,61.0,Employed,Married,2,East,510.0,118,0.58,1.66,5.59,2.66,3,1
9605094,9/1/2019,69.0,Unemployed,Married,4,South,,111,0.63,2.38,7.44,3.15,3,1
7985945,10/1/2022,69.0,Unemployed,Married,4,North,542.0,99,1.37,2.46,7.56,2.58,3,1
2031519,3/1/2022,55.0,Employed,Single,2,South,404.0,137,0.69,1.11,4.4,2.44,3,1
4196340,8/1/2019,45.0,Employed,Divorced,2,North,407.0,96,0.42,1.05,3.18,4.23,3,1
5155299,3/1/2019,,Unemployed,Divorced,4,West,382.0,106,0.74,2.28,4.14,2.8,3,1
2600396,11/1/2018,56.0,Employed,Married,1,South,749.0,6,0.32,1.01,3.02,2.55,1,0
4666344,2/1/2021,44.0,,Single,4,East,547.0,40,0.41,2.78,2.49,2.92,2,0
2657888,5/1/2019,48.0,Employed,Single,0,North,515.0,113,1.42,3.72,4.24,2.74,3,1
7928040,8/1/2022,26.0,Employed,Married,2,East,,113,0.79,1.92,5.21,1.53,3,1
8586725,11/1/2022,34.0,Unemployed,Married,3,East,769.0,90,1.03,0.58,5.02,2.94,3,1
5808163,9/1/2018,23.0,Employed,Divorced,4,West,,95,0.73,0.72,5.11,2.98,3,1
4956778,8/1/2021,30.0,Unemployed,Married,3,East,619.0,0,0.07,3.0,3.53,2.87,1,0
2846357,5/1/2020,43.0,Self-Employed,Single,1,North,792.0,0,1.12,1.91,3.1,2.29,2,0
3731638,6/1/2018,46.0,Retired,,4,East,715.0,120,0.38,2.55,7.34,1.98,3,1
4438618,9/1/2019,60.0,,Married,4,North,758.0,1,0.6,2.58,7.3,2.95,2,0
1751518,11/1/2018,52.0,Employed,,0,East,744.0,0,0.71,2.61,3.19,2.54,2,0
6877809,3/1/2021,35.0,,Married,3,North,775.0,108,1.41,3.53,5.28,2.37,3,1
8226585,2/1/2022,39.0,Unemployed,Single,3,South,,114,0.2,1.55,0.63,3.31,3,1
2699660,9/1/2021,47.0,Self-Employed,Married,0,South,840.0,120,1.38,1.9,4.08,2.94,3,1
6691276,7/1/2019,54.0,Employed,,4,West,,98,1.05,2.27,6.81,2.3,3,1
4243087,2/1/2018,44.0,Unemployed,Single,4,South,501.0,90,1.35,1.37,5.13,2.73,3,1
8749972,2/1/2020,65.0,Unemployed,Single,4,West,304.0,134,1.39,3.43,5.19,3.78,3,1
1978836,5/1/2019,38.0,Employed,Single,1,North,481.0,84,0.1,2.15,5.8,2.35,2,0
2260386,2/1/2021,41.0,Unemployed,Single,1,South,612.0,93,0.92,0.96,5.0,2.89,3,1
2821367,9/1/2019,,Employed,Divorced,0,East,573.0,6,1.38,2.37,5.35,2.72,2,0
3736582,1/1/2021,59.0,Employed,Married,1,West,823.0,53,1.45,0.88,3.96,2.98,2,0
5071495,11/1/2021,55.0,Retired,Single,3,North,354.0,121,0.88,2.62,4.99,2.67,3,1
1126202,3/1/2020,26.0,,Divorced,3,West,418.0,90,1.36,1.16,4.01,3.28,3,1
7646705,3/1/2020,42.0,Employed,Single,0,South,881.0,112,1.01,-0.67,7.27,3.09,3,1
1285622,1/1/2022,59.0,Employed,Married,0,North,592.0,126,0.55,-0.07,5.55,2.44,3,1
5371272,11/1/2018,49.0,Employed,Married,1,East,671.0,70,0.56,3.08,3.11,2.72,2,0
6319728,1/1/2021,53.0,Retired,Single,4,South,667.0,82,0.83,1.94,3.79,2.13,2,0
4301394,7/1/2020,37.0,Employed,,3,East,657.0,1,0.02,1.39,5.72,2.26,1,0
8097037,8/1/2018,64.0,,Single,1,West,308.0,106,0.56,0.09,4.35,2.76,3,1
3848439,1/1/2018,54.0,,Single,1,North,320.0,113,0.36,0.61,5.29,2.79,3,1
6998223,3/1/2020,69.0,Self-Employed,Married,3,North,393.0,91,,1.08,9.0,3.85,3,1
3469970,9/1/2018,59.0,,Single,3,South,793.0,0,0.58,2.47,2.4,3.06,2,0
2550184,11/1/2018,47.0,Unemployed,,1,South,,26,0.43,2.76,6.08,3.35,2,0
1806564,9/1/2022,67.0,Employed,Married,1,North,329.0,124,0.6,2.53,5.53,2.74,3,1
2461312,2/1/2020,29.0,,Single,3,East,727.0,57,0.86,2.1,5.06,2.73,2,0
1544026,11/1/2021,33.0,Employed,Married,0,South,825.0,152,,1.0,4.68,2.82,3,1
1337462,9/1/2018,39.0,Unemployed,Married,3,East,560.0,31,0.55,2.35,5.66,2.95,2,0
6253974,10/1/2021,51.0,Employed,Married,4,East,480.0,90,1.49,1.9,7.33,3.44,3,1
9082655,2/1/2018,21.0,Self-Employed,Married,0,East,615.0,105,1.02,2.35,8.96,3.43,3,1
6968333,10/1/2021,35.0,Retired,Married,1,East,846.0,1,1.0,0.55,5.4,3.48,2,0
6967520,2/1/2018,21.0,Unemployed,Married,2,North,,0,0.1,2.03,7.37,4.34,2,0
3013148,6/1/2022,25.0,Employed,Single,1,North,432.0,3,,1.82,6.24,2.95,2,0
9103670,7/1/2019,27.0,Unemployed,Married,1,West,385.0,108,1.49,1.03,4.64,2.99,3,1
6587774,3/1/2019,68.0,Employed,Single,0,West,681.0,26,1.47,2.78,4.94,3.17,2,0
5637370,10/1/2018,66.0,Employed,Single,4,South,510.0,115,1.2,1.14,5.97,2.63,3,1
3948134,10/1/2019,,Self-Employed,Divorced,3,East,434.0,91,1.35,1.49,5.5,3.38,3,1
9201428,2/1/2022,,Self-Employed,Married,3,East,650.0,133,0.53,1.11,4.54,3.13,3,1
2408277,4/1/2018,38.0,Employed,Single,0,West,491.0,115,,0.59,1.43,2.66,3,1
9546310,5/1/2021,51.0,Employed,Married,2,East,,25,0.49,1.6,8.34,3.24,2,0
2601596,8/1/2018,42.0,Employed,Married,3,North,433.0,91,1.12,1.18,6.77,3.17,3,1
3790373,1/1/2020,,Employed,Married,4,North,565.0,46,0.12,1.89,4.58,3.36,2,0
2353038,7/1/2018,67.0,Employed,Widowed,3,South,703.0,104,1.43,3.31,2.96,3.66,3,1
8579751,6/1/2021,54.0,Employed,Single,2,North,567.0,1,1.5,2.94,5.1,3.12,2,0
7722090,2/1/2018,23.0,Self-Employed,Married,4,West,762.0,136,0.25,1.47,5.12,3.52,3,1
1871522,9/1/2018,47.0,Employed,Single,2,West,661.0,120,1.19,2.75,4.81,3.0,3,1
7509762,5/1/2019,63.0,Employed,,3,West,308.0,135,1.03,1.33,5.5,3.39,3,1
1506453,10/1/2019,48.0,Employed,Married,0,West,474.0,6,1.43,2.77,5.62,3.17,2,0
7104128,9/1/2022,54.0,Self-Employed,Married,0,North,706.0,0,0.24,2.32,5.85,3.48,2,0
5467223,5/1/2020,43.0,Retired,,0,North,,145,1.16,1.9,4.12,2.76,3,1
8936627,7/1/2018,,Employed,,4,East,738.0,17,0.12,2.1,6.22,2.39,1,0
3233706,3/1/2018,25.0,,Married,1,West,487.0,129,1.19,2.7,4.08,2.42,3,1
3605214,12/1/2019,37.0,,Divorced,0,West,787.0,0,0.4,0.35,4.4,3.11,1,0
2404355,3/1/2018,41.0,Retired,Married,4,South,,0,0.86,0.85,5.53,3.42,2,0
4344014,11/1/2022,27.0,Unemployed,Widowed,3,West,707.0,128,0.9,3.51,4.81,3.4,3,1
2252557,2/1/2019,43.0,Employed,Single,2,North,596.0,113,0.01,2.88,3.4,2.45,3,1
3613275,8/1/2021,64.0,Employed,Single,1,North,456.0,111,0.39,0.4,6.15,3.97,3,1
9309411,2/1/2018,35.0,Unemployed,Single,3,East,892.0,0,0.54,1.36,5.78,2.42,1,0
2985209,4/1/2021,55.0,Retired,Single,4,North,628.0,112,1.13,1.83,7.44,2.74,3,1
3648202,3/1/2020,57.0,Employed,Single,3,South,503.0,90,,1.22,5.7,2.59,3,1
9821437,2/1/2019,44.0,Employed,Married,0,North,403.0,106,0.69,2.04,5.2,3.58,3,1
8955229,10/1/2018,,Employed,Single,2,West,698.0,90,1.44,0.96,2.06,2.28,3,1
1397710,10/1/2022,44.0,Self-Employed,Married,1,South,571.0,59,0.12,3.44,4.78,3.34,2,0
5098535,12/1/2018,50.0,Employed,Divorced,1,West,766.0,26,0.7,2.08,2.29,3.23,2,0
1564685,3/1/2020,55.0,Unemployed,Married,1,East,,136,0.7,1.61,6.29,2.37,3,1
9710745,12/1/2021,56.0,Employed,Married,3,West,848.0,0,0.39,2.22,4.99,2.55,1,0
7918863,8/1/2020,22.0,Unemployed,Married,4,North,663.0,142,,1.71,8.57,3.72,3,1
3303707,1/1/2022,67.0,,Married,1,West,,111,0.88,0.04,4.57,2.41,3,1
6181057,3/1/2018,45.0,Employed,Divorced,3,South,642.0,20,0.61,2.12,3.65,3.68,2,0
4637820,10/1/2020,28.0,,Single,2,South,680.0,46,,3.25,2.97,3.05,2,0
1350067,5/1/2020,67.0,Retired,Married,2,East,,3,0.78,0.5,4.81,3.18,2,0
4021372,5/1/2021,42.0,Employed,Married,0,East,408.0,5,,1.75,5.09,2.78,2,0
6186686,12/1/2020,35.0,,Married,0,East,447.0,40,0.81,1.55,5.99,3.21,2,0
3182926,7/1/2018,60.0,Self-Employed,Married,0,South,466.0,165,1.33,1.48,4.88,2.92,3,1
7195196,1/1/2021,62.0,Employed,Married,1,North,885.0,0,1.18,2.02,3.15,2.44,2,0
5663754,9/1/2022,21.0,Employed,Single,1,South,852.0,109,,2.19,6.1,2.32,3,1
9376430,8/1/2018,61.0,Unemployed,Single,2,West,317.0,82,1.16,2.33,7.65,2.59,2,0
5128784,6/1/2020,24.0,Employed,Married,3,East,668.0,134,1.09,1.41,6.78,3.04,3,1
8597626,10/1/2019,46.0,Employed,,0,West,497.0,41,1.37,1.26,6.84,2.96,2,0
3017528,3/1/2019,41.0,Unemployed,Single,2,West,621.0,136,0.74,2.44,2.68,3.48,3,1
3938199,2/1/2019,64.0,Unemployed,Single,2,West,,131,1.33,2.51,5.55,3.28,3,1
6267528,12/1/2021,22.0,,Married,3,East,,3,0.37,2.95,5.11,2.57,2,0
2285160,1/1/2021,30.0,Employed,Married,0,South,822.0,5,0.05,2.27,3.62,3.16,1,0
8596585,3/1/2019,53.0,,Single,3,East,457.0,112,1.21,0.05,2.25,3.57,3,1
9379966,6/1/2021,,Unemployed,,1,East,893.0,1,0.26,0.58,6.66,3.71,1,0
4647371,2/1/2018,66.0,Self-Employed,Single,0,East,673.0,143,,3.6,6.56,3.15,3,1
9913742,8/1/2021,68.0,Employed,,4,South,542.0,52,0.27,1.63,4.22,3.42,2,0
7850322,7/1/2018,,Retired,Single,2,East,632.0,99,1.09,-0.15,4.3,3.07,3,1
1116739,10/1/2020,,Employed,Married,4,West,869.0,9,0.63,2.02,4.24,2.03,2,0
3181906,2/1/2021,35.0,Employed,Married,1,West,354.0,121,0.85,2.07,6.16,4.15,3,1
4041341,7/1/2021,53.0,Employed,Divorced,4,South,859.0,148,0.99,1.18,6.55,3.2,3,1
2799971,9/1/2018,38.0,,Married,2,West,685.0,4,0.16,2.57,5.31,2.93,1,0
6545403,5/1/2020,,Employed,Single,4,South,794.0,7,0.01,1.01,5.14,3.31,1,0
3735264,6/1/2020,62.0,Employed,Married,0,East,389.0,175,1.42,2.18,6.51,3.23,3,1
5180303,8/1/2021,54.0,Employed,Married,0,East,605.0,119,1.27,0.52,4.4,2.34,3,1
2563825,9/1/2020,25.0,Unemployed,,0,North,,0,0.18,-0.55,1.49,3.61,1,0
4699243,11/1/2021,47.0,,Single,1,North,438.0,26,,1.59,2.75,3.61,2,0
6217084,6/1/2021,39.0,,Single,1,East,577.0,111,1.07,2.91,4.51,2.85,3,1
1090093,6/1/2019,51.0,Self-Employed,Single,1,North,654.0,13,0.01,2.61,5.23,2.2,1,0
2927716,11/1/2022,53.0,Unemployed,Married,0,West,897.0,27,0.67,4.36,6.18,3.4,2,0
9325032,9/1/2022,,Retired,Married,0,North,891.0,51,0.68,0.56,4.56,2.67,2,0
4570834,2/1/2022,64.0,Self-Employed,Divorced,0,East,527.0,124,0.57,2.43,4.06,2.53,3,1
8542242,11/1/2018,,Employed,Married,3,East,645.0,42,0.73,2.68,6.75,2.62,2,0
4874910,9/1/2022,49.0,Employed,Single,4,North,725.0,108,,2.43,3.13,3.45,3,1
8632285,1/1/2020,31.0,Employed,Married,3,South,563.0,90,1.14,0.87,3.19,3.1,3,1
3167626,3/1/2020,52.0,Self-Employed,,3,South,554.0,94,1.15,1.24,2.86,3.6,3,1
9743662,11/1/2018,28.0,Unemployed,Single,1,West,865.0,0,1.1,2.35,4.97,3.11,2,0
1675510,2/1/2022,65.0,Employed,Married,3,North,632.0,131,0.91,-0.15,4.76,3.71,3,1
1951302,7/1/2021,60.0,Self-Employed,Single,2,West,663.0,0,,3.7,4.52,3.31,2,0
7609876,12/1/2018,,Unemployed,Married,2,East,843.0,0,,3.37,6.53,3.07,2,0
6055769,6/1/2021,30.0,Employed,Single,2,South,743.0,3,0.76,1.86,4.92,3.83,2,0
9811785,6/1/2022,51.0,Unemployed,,3,South,605.0,5,0.11,2.38,5.65,3.31,2,0
2631107,2/1/2020,57.0,Self-Employed,Married,0,South,450.0,115,0.06,1.06,7.62,3.42,3,1
9535078,4/1/2021,38.0,Employed,Single,1,West,,144,1.21,3.95,2.56,2.88,3,1
1831635,6/1/2020,62.0,Employed,Single,3,East,,21,1.28,1.26,4.42,3.49,2,0
7964705,1/1/2020,22.0,Self-Employed,Married,2,North,570.0,126,0.48,2.63,4.4,1.78,3,1
4820888,4/1/2018,58.0,Self-Employed,Single,1,East,488.0,150,0.38,2.95,6.27,3.94,3,1
7271271,2/1/2021,59.0,Employed,Single,3,South,356.0,23,,1.17,6.4,3.05,2,0
3453752,1/1/2021,31.0,,Married,4,East,305.0,133,0.63,-1.09,3.27,2.42,3,1
3906158,10/1/2018,,Employed,Married,2,South,815.0,111,1.26,1.65,4.62,2.55,3,1
2730228,6/1/2018,26.0,Unemployed,Divorced,2,East,728.0,7,0.28,3.16,4.48,2.62,2,0
9905921,4/1/2020,34.0,Unemployed,Married,4,North,,106,0.2,4.18,4.2,2.99,3,1
3825896,9/1/2021,33.0,Unemployed,Married,2,South,,109,0.17,1.23,6.77,3.42,3,1
5913478,7/1/2021,47.0,Employed,Single,0,East,869.0,127,0.43,1.83,5.36,3.33,3,1
2187018,9/1/2021,49.0,Employed,Divorced,1,West,307.0,117,1.47,2.23,4.3,2.63,3,1
5641094,1/1/2018,51.0,Retired,Married,1,South,696.0,90,1.43,1.29,5.45,3.09,3,1
3614150,4/1/2018,,Self-Employed,Married,2,North,511.0,3,0.62,2.98,4.3,2.88,2,0
3914611,9/1/2018,39.0,Employed,Divorced,1,North,619.0,118,1.04,3.66,0.44,2.53,3,1
8493971,1/1/2022,,Employed,Married,0,North,703.0,128,0.57,2.7,5.9,2.62,3,1
5754619,5/1/2018,,Unemployed,Married,1,South,734.0,26,0.76,1.33,4.56,4.36,2,0
8880055,3/1/2018,,Self-Employed,Single,1,South,779.0,15,0.7,3.61,4.48,3.03,2,0
8281369,7/1/2018,22.0,,Single,0,North,438.0,141,0.83,2.13,3.42,3.03,3,1
8916323,7/1/2021,54.0,,Married,4,North,639.0,141,1.36,2.81,5.74,3.03,3,1
5163960,1/1/2021,54.0,Employed,Single,0,West,403.0,125,0.24,1.05,4.22,2.26,3,1
2255564,1/1/2019,26.0,Employed,Married,4,South,,94,1.19,2.12,4.85,3.24,3,1
5987696,10/1/2020,29.0,Self-Employed,,3,North,,0,1.09,2.03,7.73,2.71,2,0
1421240,5/1/2020,52.0,Employed,Single,2,East,548.0,125,0.2,2.55,8.69,3.41,3,1
8557773,3/1/2019,68.0,Retired,Widowed,4,South,596.0,131,0.81,1.98,6.47,3.09,3,1
6798946,10/1/2018,39.0,Employed,Married,1,South,749.0,3,,0.98,6.37,3.61,2,0
2784094,10/1/2019,62.0,Employed,Single,4,North,833.0,0,1.19,1.45,6.63,2.76,2,0
8412620,11/1/2019,62.0,Self-Employed,Married,4,North,749.0,9,0.15,1.81,5.32,2.79,1,0
7278602,5/1/2022,29.0,Employed,Single,3,South,414.0,133,0.37,3.14,5.36,3.76,3,1
7912880,9/1/2019,66.0,Self-Employed,Single,4,East,409.0,96,1.21,1.88,5.88,3.23,3,1
7859698,4/1/2020,66.0,Employed,Single,0,East,824.0,2,0.49,3.16,4.9,3.13,1,0
2720444,2/1/2021,35.0,Employed,Married,4,South,711.0,109,1.14,1.58,5.0,3.73,3,1
2877779,12/1/2019,46.0,Retired,Married,1,North,526.0,133,,0.53,6.3,3.53,3,1
7687666,6/1/2019,55.0,Employed,Married,0,East,474.0,150,1.2,2.05,4.19,2.92,3,1
3578682,2/1/2022,41.0,Employed,Single,4,East,718.0,0,0.64,2.92,5.96,3.57,2,0
1051707,8/1/2022,40.0,Unemployed,Divorced,4,East,504.0,127,0.03,1.96,3.4,2.59,3,1
4298273,2/1/2021,39.0,Employed,Single,1,East,499.0,135,1.47,2.32,2.57,3.03,3,1
1337283,6/1/2021,37.0,Employed,Single,0,South,734.0,0,0.36,1.02,6.73,3.96,1,0
6752613,3/1/2021,33.0,Retired,Married,4,North,558.0,90,0.65,0.76,5.92,3.11,3,1
4210016,2/1/2018,37.0,Employed,Single,1,West,656.0,12,0.92,2.42,5.11,2.94,2,0
1851161,9/1/2018,49.0,,Single,2,South,463.0,15,,2.84,3.39,3.5,2,0
9284960,1/1/2018,49.0,Employed,Divorced,3,East,416.0,90,1.14,-0.03,6.02,3.27,3,1
5988023,10/1/2018,64.0,Employed,Divorced,2,North,720.0,0,0.19,1.4,4.18,4.0,1,0
9439469,6/1/2021,62.0,Employed,Married,1,East,404.0,41,1.3,0.7,6.67,3.61,2,0
1295599,8/1/2022,39.0,Employed,Single,2,West,337.0,92,,1.26,7.29,2.38,3,1
7906117,6/1/2020,42.0,Employed,Single,4,West,619.0,9,0.33,3.85,2.33,2.71,2,0
5225889,1/1/2019,,Self-Employed,Married,3,North,595.0,52,,1.73,3.8,4.01,2,0
6780554,8/1/2019,69.0,Employed,Single,3,East,502.0,0,,2.3,7.66,2.63,2,0
3745683,6/1/2020,67.0,Unemployed,Single,4,South,,120,,2.69,6.73,2.78,3,1
6410897,8/1/2019,65.0,Unemployed,Married,1,South,405.0,22,0.07,1.94,2.74,2.0,2,0
9299350,7/1/2022,27.0,Unemployed,Married,0,South,461.0,90,1.23,1.22,3.09,2.97,3,1
6609210,8/1/2020,40.0,Employed,Married,1,East,494.0,5,0.7,2.09,6.55,2.94,2,0
1475595,6/1/2020,,Self-Employed,,3,North,699.0,132,1.22,1.37,6.28,2.2,3,1
8353172,5/1/2022,68.0,Unemployed,Single,1,North,524.0,130,1.16,3.28,4.25,3.08,3,1
3438064,12/1/2020,56.0,Retired,Married,0,East,531.0,31,1.34,0.47,5.26,2.79,2,0
5068316,9/1/2021,39.0,Employed,Married,4,North,505.0,104,0.15,3.04,3.07,2.79,3,1
8967801,11/1/2019,,Employed,Single,2,South,841.0,141,1.33,0.53,4.82,2.34,3,1
7221714,2/1/2018,,Employed,,3,North,452.0,2,,2.22,6.43,2.48,2,0
4070771,7/1/2020,24.0,Retired,Married,0,East,897.0,66,1.17,0.31,3.18,2.77,2,0
2390598,12/1/2018,39.0,,Married,4,North,833.0,14,,1.97,4.93,3.33,2,0
4466689,3/1/2021,,Employed,Single,3,East,345.0,144,0.79,4.02,3.86,3.19,3,1
7002296,11/1/2018,49.0,Employed,Married,0,West,725.0,0,0.41,2.55,5.76,2.82,2,0
8056784,1/1/2021,34.0,Employed,Married,2,East,837.0,144,0.75,2.86,2.54,2.84,3,1
1264500,2/1/2022,,Employed,Married,1,West,755.0,22,0.55,2.11,6.46,3.54,2,0
5457335,8/1/2018,,,Married,1,East,364.0,114,1.31,3.68,4.93,3.51,3,1
2455465,5/1/2020,45.0,Unemployed,Married,3,South,898.0,2,0.07,2.53,6.36,3.29,1,0
5772945,8/1/2019,42.0,Employed,Married,1,North,502.0,0,0.05,3.57,6.48,3.12,2,0
2026553,2/1/2021,43.0,Self-Employed,Single,0,South,352.0,127,1.2,1.38,5.2,3.72,3,1
1578526,7/1/2019,36.0,,Married,2,South,548.0,90,0.76,2.27,5.34,3.51,3,1
5021080,10/1/2021,25.0,Employed,Single,1,North,781.0,116,0.89,2.21,5.15,2.77,3,1
8058021,12/1/2018,51.0,Employed,Single,4,North,864.0,0,,3.46,9.53,2.57,1,0
8006454,7/1/2018,53.0,,Single,4,East,830.0,0,0.43,1.32,6.07,2.69,1,0
8296991,9/1/2020,35.0,Employed,Single,4,North,881.0,0,1.34,1.61,5.28,3.52,2,0
2963571,4/1/2019,51.0,Retired,Divorced,0,East,711.0,5,0.03,0.52,6.53,2.69,1,0
6150635,8/1/2018,67.0,Employed,Single,2,West,431.0,113,,2.9,4.79,3.19,3,1
4788963,9/1/2018,54.0,Self-Employed,Widowed,0,East,677.0,131,0.95,-0.18,5.73,3.02,3,1
7638155,1/1/2020,23.0,Employed,Single,4,East,,0,1.23,2.59,6.64,2.94,2,0
6332660,6/1/2019,,Self-Employed,Single,4,North,661.0,25,1.28,1.38,7.31,2.75,2,0
5322252,10/1/2020,34.0,Self-Employed,Married,2,North,710.0,36,0.67,1.65,5.82,3.12,2,0
1386594,11/1/2019,57.0,Employed,Married,1,East,471.0,112,0.81,1.51,7.12,3.4,3,1
